PLEKHJ1,Plekhj1
OR8G2P,Olfr229
SLC30A7,Slc30a7
MAP1LC3A,Map1lc3a
ATL3,Atl3
ZFP57,Zfp57
ZEB1,Zeb1
APCDD1,Apcdd1
CUEDC1,Cuedc1
DBNDD2,Dbndd2
ACVRL1,Acvrl1
CNTN5,Cntn5
C15H9orf135,1700028P14Rik
Symbol,Symbol
EML3,Eml3
CHRNA2,Chrna2
ZNF471,Zfp78
CCNQ,Fam58b
TYW3,Tyw3
METTL22,Mettl22
ADAM15,Adam15
CHIC2,Chic2
FRG2B,Frg2f9
KRT31,Krt33b
OSCAR,Oscar
PSG7,
CATSPER1,Catsper1
ARL6IP1,Arl6ip1
CABP7,Cabp7
SHISA4,Shisa4
OGFRL1,Ogfrl1
IL10RA,Il10ra
DNMBP,Dnmbp
MYH3,Myh3
AK5,Ak5
EIF5A2,Eif5a2
SSR3,Ssr3
FZD3,Fzd3
PRKAR1A,Prkar1a
PDGFRA,Pdgfra
MAPRE3,Mapre3
CRELD1,Creld1
GEMIN5,Gemin5
KIF25,
IL31,
SLAIN1,Slain1
FSD1,Fsd1
PAICS,Paics
PAPD5,Papd5
OR9G4,Olfr1006
LMO2,Lmo2
PHKB,Phkb
SCML4,Scml4
EGLN3,Egln3
SERPINH1,Serpinh1
GPM6A,Gpm6a
SLC6A11,Slc6a11
PROCA1,Proca1
NOL3,Nol3
PGAM4,
C8H9orf85,1110059E24Rik
ICA1L,Ica1l
TADA1,Tada1
NUDT11,Nudt11
ARL14,Arl14
NFATC4,Nfatc4
ELOVL6,Elovl6
TMEM74,Tmem74
PAX9,Pax9
A2ML1,
RPS12,Rps12
ZNF667,Zfp667
ANKRD44,Ankrd44
SULT1E1,Sult1e1
FCRLB,Fcrlb
FAM24B,
PPY,Ppy
AKR1E2,Akr1e1
MS4A4A,Ms4a4a
OR1J2,Olfr348
IFNLR1,Ifnlr1
PAXBP1,Paxbp1
MYRIP,Myrip
ZNF184,Zfp184
SERPINE2,Serpine2
POLE3,Pole3
CLCA2,Clca2
EGR3,Egr3
POLR3C,Polr3c
PRCD,
ARSD,
RBAK,Rbak
ANOS1,
TTYH3,Ttyh3
CELF2,Celf2
PALLD,Palld
PRSS41,Prss41
SLC25A37,Slc25a37
TMEM132E,Tmem132e
CCDC138,Ccdc138
SMIM8,Smim8
TARS,Tars
FAM83C,Fam83c
ISPD,Ispd
ASNA1,Asna1
TUT1,Tut1
CLPS,Clps
CCDC77,Ccdc77
EXTL2,Extl2
VSIG4,Vsig4
SLC26A8,Slc26a8
API5,Api5
TMEM120B,Tmem120b
CCDC39,Ccdc39
MAGEB10,
ELMO1,Elmo1
ANGPT4,Angpt4
GRB14,Grb14
HS1BP3,Hs1bp3
OR52I2,Olfr556
RAD51,Rad51
WDR27,Wdr27
LRIF1,Lrif1
CANT1,Cant1
SOSTDC1,Sostdc1
IL4I1,Il4i1
RPAIN,Rpain
CD9,Cd9
TAS1R3,Tas1r3
HPDL,Hpdl
KPTN,Kptn
FEM1B,Fem1b
IRX6,Irx6
MSANTD3-TMEFF1,
SAMD1,Samd1
HLA-DPA1,
SH2D3A,
THOC6,Thoc6
AGBL4,Agbl4
TCL1B,
SYNPO2,Synpo2
MAGED2,Maged2
BFAR,Bfar
NTN5,Ntn5
SSTR5,Sstr5
CYC1,Cyc1
SCN4A,Scn4a
CHRAC1,Chrac1
SGTA,Sgta
TMEM211,Tmem211
MCC,Mcc
SLC9A7,Slc9a7
MESD,Mesd
C3AR1,C3ar1
KRTAP10-12,
LAPTM4B,Laptm4b
ZNF496,Zkscan17
VAMP5,Vamp5
ZNF7,Zfp7
VTCN1,Vtcn1
TREX2,Trex2
HMGCR,Hmgcr
FAM198B,Fam198b
SRP19,Srp19
ZNF28,
TCEAL3,
TRIM72,Trim72
C23H6orf201,4933417A18Rik
ZBTB9,Zbtb9
SPINK2,
CDHR3,Cdhr3
USP49,Usp49
DIRAS3,
LOC101927680,
HIF3A,Hif3a
CCND2,Ccnd2
LILRA1,
RPAP1,Rpap1
MARCKS,
SPEF2,Spef2
FAAP100,Faap100
FBXO31,Fbxo31
PFDN6,Pfdn6
MGAT4B,Mgat4b
MIA2,
C15H11orf88,4833427G06Rik
CLN8,Cln8
FBP1,Fbp1
BEND7,Bend7
CDIP1,Cdip1
LOC100509620,
OR6V1,
ZNF322,Zfp322a
PDE10A,Pde10a
SOD1,Sod1
NKX2-1,Nkx2-1
PEX2,Pex2
SH2B2,Sh2b2
EFNB2,Efnb2
NAPB,Napb
JMJD6,Jmjd6
TEX29,
C6H4orf22,1700007G11Rik
SP5,Sp5
BABAM2,Babam2
ATP6V0A2,Atp6v0a2
THEM6,Them6
DAPK1,Dapk1
RAX,Rax
CRYBG2,Crybg2
SLC7A14,Slc7a14
BRPF3,Brpf3
MAPK8IP3,Mapk8ip3
TMPRSS3,Tmprss3
TCTN2,Tctn2
COX15,Cox15
C8H9orf153,4921517D22Rik
GHRL,Ghrl
AHSA1,Ahsa1
TCF15,Tcf15
NAA25,Naa25
KCTD13,Kctd13
WDR82,Wdr82
LGALS4,Lgals4
TAS1R2,Tas1r2
HPD,Hpd
C1H21orf58,
FGD2,Fgd2
NRAP,Nrap
UQCRC2,Uqcrc2
CHTF8,Chtf8
INO80,Ino80
FTCD,Ftcd
SQLE,Sqle
SZT2,szt2
HAX1,Hax1
LGALSL,Lgalsl
B3GALT2,B3galt2
MCCC2,Mccc2
MSL2,Msl2
METAP2,Metap2
UHRF1BP1L,Uhrf1bp1l
ZMYM6,Zmym6
NOP53,Nop53
RPUSD1,Rpusd1
HCRTR1,Hcrtr1
NUDT6,Nudt6
CUEDC2,Cuedc2
FXYD5,Fxyd5
UPF3A,Upf3a
CTHRC1,Cthrc1
GRIA3,Gria3
CHST10,Chst10
DGKK,Dgkk
SENP1,Senp1
SMARCC1,Smarcc1
RNASEH2A,Rnaseh2a
NNMT,Nnmt
CRB2,Crb2
PROC,Proc
ZNF384,Zfp384
NLRP13,
STS,
SLC4A8,Slc4a8
SLC1A1,Slc1a1
ZNF806,
SNAPIN,Snapin
KRAS,Kras
PSD3,Psd3
KIAA0040,4930523C07Rik
WASHC2C,Washc2
C19H17orf105,1700006E09Rik
XRRA1,Xrra1
TMEM246,Tmem246
MAGEA11,Magea4
ZFP69B,
DPAGT1,Dpagt1
C23H6orf136,2310061I04Rik
UBXN4,Ubxn4
FANCD2,Fancd2
KATNBL1,Katnbl1
OR4D5,Olfr984
PTAR1,Ptar1
LCA5L,Lca5l
RNPEP,Rnpep
CFAP126,Cfap126
TRO,Tro
NXPH3,Nxph3
ZNF808,
DACT1,Dact1
CAMKK2,Camkk2
HDAC11,Hdac11
FAM111B,
PPRC1,Pprc1
KLRB1,Klrb1c
TAS2R3,Tas2r137
TMCO2,Tmco2
C7H19orf57,4930432K21Rik
AP1S1,Ap1s1
CEP250,Cep250
PDE3A,Pde3a
CCNO,Ccno
ZNF26,
FCHSD1,Fchsd1
PDXDC1,Pdxdc1
LDHA,Ldha
POLR2A,Polr2a
KAT2A,Kat2a
TEP1,Tep1
KIF5B,Kif5b
ABCC3,Abcc3
ELAVL1,Elavl1
WDR41,Wdr41
ATP6V0E1,Atp6v0e
CLUH,Cluh
MATN1,Matn1
PDZD9,Pdzd9
TIMM22,Timm22
KLF15,Klf15
CTSG,Ctsg
TMEM215,Tmem215
KRTAP1-5,Krtap1-4
CYHR1,Cyhr1
SOS1,Sos1
KCNN1,Kcnn1
ANKRD18B,
FAF1,Faf1
OSGIN1,Osgin1
MXRA7,
SH3D21,Sh3d21
MRPS21,Mrps21
BOD1L2,
OLA1,Ola1
ARPC5,Arpc5
M1AP,M1ap
LRRC55,Lrrc55
PKIB,Pkib
KRT83,Krt83
PCBD2,Pcbd2
HTR4,Htr4
FASTKD2,Fastkd2
JUNB,Junb
PPM1N,Ppm1n
PREB,Preb
MTSS1L,Mtss1l
SLC7A11,Slc7a11
CENPN,Cenpn
F2,F2
HIST1H2AH,Hist1h2ah
XAF1,Xaf1
ZNF470,
GLO1,Glo1
FLRT1,Flrt1
IGFLR1,Igflr1
GNAS,Gnas
ADGRG1,Adgrg1
DNAH10,Dnah10
HNF1A,Hnf1a
F7,F7
GALNS,Galns
TUBA1C,Tuba1c
SART3,Sart3
BIN1,Bin1
NXPE1,
RGS9,Rgs9
DUXA,
OR52E2,Olfr594
NAB1,Nab1
PRSS57,Prss57
BBC3,Bbc3
ABCA4,Abca4
SHE,She
WBP2,Wbp2
FRS3,Frs3
CPA5,Cpa5
SHPRH,Shprh
FAF2,Faf2
EEF1D,Eef1d
MAP4K2,Map4k2
MYO6,Myo6
MRTO4,Mrto4-ps2
POLR2J,Polr2j
APLNR,Aplnr
SLC17A1,Slc17a1
NRSN2,Nrsn2
PLCB2,Plcb2
ZNF493,
B3GNT9,B3gnt9
LMCD1,Lmcd1
ERVW-1,
COX7C,
MYH7B,Myh7b
CLCN6,Clcn6
LINGO1,Lingo1
CWF19L2,Cwf19l2
SUN3,Sun3
BCR,Bcr
APOBEC3H,
CCDC85B,Ccdc85b
KCTD17,Kctd17
ZNF18,Zkscan6
LRRC52,Lrrc52
SYCP1,Sycp1
EML6,Eml6
SF3B2,Sf3b2
MGAT2,Mgat2
TIE1,Tie1
PPP4C,Ppp4c
ZNF48,Zfp553
GMNC,Gmnc
RARRES1,Rarres1
MYBL1,Mybl1
ZNF565,Zfp84
MBLAC2,Mblac2
SUMF2,Sumf2
EIF2AK1,Eif2ak1
EDC4,Edc4
SRP14,Srp14
HSD17B10,Hsd17b10
NOA1,Noa1
SLC22A10,
GTSF1L,Gtsf1l
ETFA,Etfa
UBALD2,Ubald2
DNAJB13,Dnajb13
MMEL1,Mmel1
ZGLP1,Zglp1
SNX11,Snx11
CYBRD1,Cybrd1
GNPTG,Gnptg
ACYP2,Acyp2
TIMP3,Timp3
DPPA4,Dppa4
MRPS16,Mrps16
ZNF226,Zfp111
PARK7,Park7
RAB34,Rab34
GIGYF2,Gigyf2
CLEC4C,Clec4b1
GFI1B,Gfi1b
GTSE1,Gtse1
RAB3C,Rab3c
SEMA3A,Sema3a
CHKA,Chka
CIART,Ciart
PIGV,Pigv
VASP,Vasp
CRISP2,Crisp2
STARD3NL,Stard3nl
GGT5,Ggt5
GSTO1,Gsto1
COL25A1,Col25a1
PAPOLG,Papolg
RPL18,Rpl18
ADORA1,Adora1
BARX2,Barx2
AVPR1B,Avpr1b
IGFBP3,Igfbp3
ZNF250,Zfp647
IBSP,Ibsp
ZNF217,Zfp217
ZNRF2,Znrf2
ZFAND2B,Zfand2b
GOPC,Gopc
TERF1,Terf1
TRIM54,Trim54
LOC642249,
CNTROB,Cntrob
HACE1,Hace1
DEAF1,Deaf1
PHACTR4,Phactr4
ZNF165,
TMED5,Tmed5
CDAN1,Cdan1
JPH1,Jph1
PEAK1,Peak1
RHOH,Rhoh
TNFRSF11B,Tnfrsf11b
CLCN7,Clcn7
VPS26A,Vps26a
ZFP36L2,Zfp36l2
C16H1orf116,AA986860
DESI2,Desi2
CASP9,Casp9
KLHL40,Klhl40
GPS1,Gps1
ANKRD23,Ankrd23
SYNM,Synm
GALNT1,Galnt1
TMEM114,Tmem114
RNF128,Rnf128
SLIRP,Slirp
CSTF3,Cstf3
ZNF33B,
NGRN,Ngrn
MPPED1,Mpped1
MID1IP1,Mid1ip1
LLPH,Llph-ps2
MAFG,Mafg
RPS27,
IL1RN,Il1rn
MACROD1,Macrod1
JSRP1,Jsrp1
NLGN3,Nlgn3
KLK5,Klk5
CLDN7,Cldn7
TMEM268,Tmem268
GABRB3,Gabrb3
CAPN10,Capn10
CABP5,Cabp5
VCY1B,
ARFGAP2,Arfgap2
CC2D1B,Cc2d1b
RAET1E,
OMP,Omp
CHST14,Chst14
SNN,Snn
MYOM3,Myom3
TECTB,Tectb
NGEF,Ngef
SSC4D,Ssc4d
MITF,Mitf
DHTKD1,Dhtkd1
HOXB3,Hoxb3
MMP16,Mmp16
NEDD9,Nedd9
DIO2,Dio2
STK32A,Stk32a
U2AF2,U2af2
HNRNPK,Hnrnpk
CBWD2,
MCIDAS,Mcidas
GPATCH11,Gpatch11
C4H4ORF47,1700029J07Rik
RAP2C,Rap2c
LOC101060569,
KCNK3,Kcnk3
OSBPL11,Osbpl11
ZDHHC3,Zdhhc3
ITPRIPL2,Itpripl2
CCDC102B,
DAZ4,
ZNF850,
ZNF404,
MOV10,Mov10
ERGIC2,Ergic2
GIPR,Gipr
TST,Tst
ASB1,Asb1
TMEM53,Tmem53
C1QC,C1qc
ACSF2,Acsf2
C8H9orf131,1700022I11Rik
OR51Q1,
ARHGEF2,Arhgef2
NME4,Nme4
MRPS31,Mrps31
INPP4A,Inpp4a
NRGN,
MTF2,Mtf2
ANKK1,Ankk1
OXR1,Oxr1
PPIL2,Ppil2
NECTIN1,Nectin1
FAM57B,Fam57b
SMIM3,Smim3
REST,Rest
PPP6R1,Ppp6r1
MUC17,
LRCH3,Lrch3
KCNA5,Kcna5
RSRC1,Rsrc1
TRPM5,Trpm5
KLK4,Klk4
A1CF,A1cf
CLEC2D,
CHRNA4,Chrna4
UPK3BL1,Upk3bl
MT1E,
GSG1,Gsg1
TFR2,Tfr2
LOC285556,1110002E22Rik
NYAP2,Nyap2
PSPC1,Pspc1
TTC27,Ttc27
CCDC69,
PAPSS1,Papss1
IYD,Iyd
SLC5A5,Slc5a5
MVB12A,Mvb12a
CCT6A,Cct6a
ELSPBP1,
TAF11,Taf11
PWP2,
BDNF,Bdnf
TMEM245,Tmem245
DOC2B,Doc2b
HDAC1,Hdac1
C11H9orf78,BC005624
SPX,Spx
IKZF1,Ikzf1
OR2T34,
SSMEM1,Ssmem1
CA2,Car2
ADAM8,Adam8
PIK3C2A,Pik3c2a
CPT1B,Cpt1b
CETN3,Cetn3
OS9,Os9
IMMT,Immt
DOCK5,Dock5
SEPT7,Sept7
UBE2K,Ube2k
DDR1,Ddr1
PARP6,Parp6
ASB4,Asb4
OR2A25,Olfr447
EPC2,Epc2
CCDC142,Ccdc142
RBM18,Rbm18
CDH17,Cdh17
SMLR1,
MED24,Med24
COL12A1,Col12a1
CDC20,Cdc20
PCYT1B,Pcyt1b
FBXO7,Fbxo7
KDM2A,Kdm2a
MAPKAPK3,Mapkapk3
DHFR,Dhfr
SLC25A2,
LCN10,Lcn10
CD276,Cd276
SGPP1,Sgpp1
DSC2,Dsc2
AQP4,Aqp4
RAD51AP1,Rad51ap1
FDXR,Fdxr
SNRPD3,Snrpd3
PRPF18,Prpf18
GTF2A1,Gtf2a1
CLCN1,Clcn1
CTR9,Ctr9
BTBD9,Btbd9
SASH3,Sash3
CLCN3,Clcn3
LMOD1,Lmod1
GINS3,Gins3
NLRP11,
KLK8,Klk8
TNIP1,Tnip1
OR6C4,
RGS9BP,Rgs9bp
TRPC6,Trpc6
CENPK,Cenpk
NFS1,Nfs1
TTLL7,Ttll7
OLFM1,Olfm1
KCTD16,Kctd16
ELOB,
FAM133B,Fam133b
PVALB,Pvalb
NES,
FAM153B,
ARIH2,Arih2
ATP8B2,Atp8b2
CD3D,Cd3d
AMY2A,Amy1
CBLN1,Cbln1
SAMD4A,Samd4
AHR,Ahr
ITIH1,Itih1
ADD2,Add2
SST,Sst
NPPC,Nppc
SEPT1,Sept1
MYOF,Myof
STIM2,Stim2
HSPE1,Hspe1
DNAJA1,Dnaja1
RGS16,Rgs16
SYCP2,Sycp2
PRR13,
IL17RC,Il17rc
CD207,Cd207
CCR8,Ccr8
TNNI3,Tnni3
MARCH11,March11
OR8D1,Olfr933
IRAK2,Irak2
GABRR1,Gabrr1
GRHL1,Grhl1
ZNF365,Zfp365
TRIM9,Trim9
IRAK1,Irak1
DDIT3,Ddit3
RNF182,Rnf182
NIT2,Nit2
OR4C45,Olfr1263
COL15A1,Col15a1
DNASE1L2,Dnase1l2
APP,App
FBXO36,Fbxo36
HCK,Hck
PLPPR4,Plppr4
DAZL,
RAB6B,Rab6b
BUD13,Bud13
WWC3,
LMTK2,Lmtk2
RAPGEF5,Rapgef5
STK17A,
GDF15,Gdf15
FCRL6,Fcrl6
DDX39A,Ddx39
BRCC3,Brcc3
DAO,Dao
COL9A2,Col9a2
RRP12,Rrp12
SSTR3,Sstr3
ATP10D,
SPRR1B,
ZC3H6,Zc3h6
MZB1,Mzb1
ZSWIM6,Zswim6
SULT1B1,Sult1b1
XPNPEP2,Xpnpep2
ZNF90,
ZNF34,
TMTC1,Tmtc1
TWF1,Twf1
C3H3orf79,
NELFCD,Nelfcd
CYLC2,
OR51F1,
C4orf48,
S100A7L2,
LOC101928102,
RPF1,Rpf1
KRT73,Krt73
TRIM40,Trim40
ARPC2,Arpc2
SIX1,Six1
NMRK1,Nmrk1
GIT2,Git2
EVI2A,Evi2a
CD2,Cd2
ZFC3H1,Zfc3h1
SLC16A6,Slc16a6
DHX15,Dhx15
CDKN1C,
PIR,Pir
RFPL2,
LYZL4,Lyzl4
UQCRHL,Uqcrh
EXOSC9,Exosc9
ARHGAP29,Arhgap29
CD14,Cd14
GSKIP,Gskip
PXT1,
SNX13,Snx13
TMPRSS15,Tmprss15
NDUFAF6,Ndufaf6
TMEM270,Tmem270
RCHY1,Rchy1
UPF3B,Upf3b
OBP2A,Obp2b
JAK2,Jak2
NSRP1,Nsrp1
DOCK10,Dock10
LRRC46,Lrrc46
FAM19A3,Fam19a3
TMEM269,Tmem269
PPARG,Pparg
THSD1,Thsd1
PPP1R27,Ppp1r27
CPT1C,Cpt1c
ISY1-RAB43,Isy1
CERKL,Cerkl
ISY1,
CEBPA,Cebpa
SKAP2,Skap2
C15H11orf71,Gm5617
NUP98,Nup98
GLI1,Gli1
MEF2C,Mef2c
EMILIN1,Emilin1
GUSB,Gusb
CLDN10,Cldn10
DECR1,Decr1
IMMP1L,Immp1l
CCNT1,Ccnt1
PCOTH,
TMEM132C,Tmem132c
RHOBTB1,Rhobtb1
KIF21A,Kif21a
CASP14,Casp14
IER2,Ier2
SRP9,Srp9
PCDH17,Pcdh17
RNF222,Rnf222
NHP2,Nhp2
SLC27A4,Slc27a4
CHST8,Chst8
ESM1,Esm1
C5H12orf10,Myg1
C2CD4A,C2cd4a
ACP4,Acp4
IFNA10,
SEMA3C,Sema3c
NDRG2,Ndrg2
ZC3H3,Zc3h3
OSTF1,Ostf1
PNMT,Pnmt
LAS1L,Las1l
RPP21,Rpp21
ERICH1,Erich1
GLRX2,Glrx2
ELL2,Ell2
CEP295NL,Cep295nl
CRYAB,Cryab
A3GALT2,A3galt2
JRKL,Jrkl
SCN2A,Scn2a
ELOVL3,Elovl3
ROCK1,Rock1
CAPSL,Capsl
ISLR,Islr
RIPOR3,Ripor3
SLC1A3,Slc1a3
TNNC2,Tnnc2
LOC101928093,
MPZL1,Mpzl1
MTCH1,Mtch1
EIF3L,Eif3l
GPER1,Gper1
OR2A12,Olfr446
NCR3LG1,
METTL6,Mettl6
USH1G,Ush1g
SPDYE6,
ITGB1BP1,Itgb1bp1
KLF3,Klf3
B2M,B2m
ANXA2,Anxa2
ECHDC2,Echdc2
TMEM265,
BABAM1,Babam1
RBM4B,Rbm4b
CLEC2B,
MAOA,Maoa
ARL3,Arl3
VPS16,Vps16
RPS6KA2,Rps6ka2
LOC101929070,Gm34638
LRRC8A,Lrrc8a
COQ10A,Coq10a
PES1,Pes1
MAP3K7CL,
GDAP1L1,Gdap1l1
LARP7,Larp7
CSDC2,Csdc2
H2AFV,H2afv
XRCC4,Xrcc4
PCYT1A,Pcyt1a
SIN3B,Sin3b
PRR5-ARHGAP8,Arhgap8
GDF7,Gdf7
ZNF891,
SVIP,Svip
HIST4H4,Hist1h4i
KCNN3,Kcnn3
KISS1R,Kiss1r
HDX,Hdx
SMU1,Smu1
OR5T3,Olfr1093
SERPINB9,Serpinb9
SORD,Sord
PRAM1,Pram1
RHOJ,Rhoj
MPND,Mpnd
FAM120A,Fam120a
PDCD4,Pdcd4
CCDC136,Ccdc136
DMRTA1,Dmrta1
PACSIN2,Pacsin2
SERPINA5,Serpina5
ADCY6,Adcy6
TCAF2,Tcaf2
NEU1,Neu1
USP54,Usp54
KIAA1958,
MATN2,Matn2
CCDC155,Ccdc155
NUP58,Nupl1
LRRC37A3,
TMEM212,Tmem212
MST1R,Mst1r
COPS7A,Cops7a
C25H16orf92,4930451I11Rik
ZNF836,
NPTXR,Nptxr
ADGRL1,Adgrl1
GCSAML,
RCOR3,
ERCC1,Ercc1
FXYD4,Fxyd4
TSNARE1,
IFI44L,Ifi44l
LAMP1,Lamp1
CPNE4,Cpne4
TBX20,Tbx20
SMAD4,Smad4
RAMP1,Ramp1
GIMAP6,Gimap6
SLC25A10,Slc25a10
OR7E24,Olfr873
CSF3,Csf3
AOC3,Aoc3
DACT2,Dact2
ARL11,Arl11
FABP1,Fabp1
C26H6ORF125,Uqcc2
PRR25,
SNX2,Snx2
LNX2,Lnx2
ECHDC1,Echdc1
NKX2-6,Nkx2-6
CCDC51,Ccdc51
NME5,Nme5
MSTO1,Msto1
HAPLN3,Hapln3
FAM196A,Fam196a
FRRS1,Frrs1
GBP7,Gbp7
FILIP1,Filip1
BCL7C,Bcl7c
LYPLAL1,Lyplal1
GID8,Gid8
PLOD3,Plod3
CSF3R,Csf3r
C9H9orf66,
RRAGA,Rraga
PRRC1,Prrc1
FGD5,Fgd5
GLI4,
ATOH8,Atoh8
HPSE,Hpse
ASCL2,Ascl2
FZR1,Fzr1
PRG3,Prg3
BARX1,Barx1
NADK,Nadk
CREB3L3,Creb3l3
KHDC4,2810403A07Rik
LDLRAD1,Ldlrad1
NSFL1C,Nsfl1c
PLIN2,Plin2
GNAT2,Gnat2
BAIAP2L2,Baiap2l2
ATF7,Atf7
TXN,Txn1
PROCR,Procr
EIF4B,Eif4b
RFK,Rfk
OR4D11,Olfr1423
IZUMO3,Izumo3
DOC2A,Doc2a
MPHOSPH6,Mphosph6
PHIP,Phip
ASCL3,Ascl3
PARN,Parn
NRG4,Nrg4
ANO4,Ano4
E2F5,E2f5
EXTL3,Extl3
ATAD2,Atad2
HSPA13,Hspa13
TNNI1,Tnni1
RAB3A,Rab3a
ARHGAP42,Arhgap42
BSG,Bsg
DNAI2,Dnaic2
EYA1,Eya1
TXLNB,Txlnb
TRMT13,Trmt13
DLL1,Dll1
RBM4,Rbm4
P2RY12,P2ry12
ZNF543,
VMP1,Vmp1
LOC101929372,
AGPAT2,Agpat2
GMFG,Gmfg-ps
TMEM108,Tmem108
SDHAF1,Sdhaf1
KRBA1,Krba1
BVES,Bves
PIK3R5,Pik3r5
KPNA6,Kpna6
SENP6,Senp6
RNF17,Rnf17
RAC1,Rac1
DEGS2,Degs2
CCDC171,Ccdc171
RPL10A,Rpl10a
CBX7,Cbx7
PIGT,Pigt
ZDHHC20,Zdhhc20
TUBB6,Tubb6
TGFA,Tgfa
TLR1,Tlr1
RPL26,Rpl26
ADORA2B,Adora2b
EPS15L1,Eps15l1
C7H2ORF69,1700066M21Rik
FGF13,Fgf13
BSND,Bsnd
S1PR1,S1pr1
TP53I13,Trp53i13
CABP2,Cabp2
ZNF786,Zfp786
DAXX,Daxx
TMEM176A,Tmem176a
BEX5,
RSG1,Rsg1
EIF2AK2,Eif2ak2
AATF,Aatf
TRA2A,Tra2a
GEMIN4,Gemin4
TNK1,Tnk1
GPR182,Gpr182
TIPARP,Tiparp
MRPL21,Mrpl21
KCNK5,Kcnk5
OR10H4,
HAND1,Hand1
ALDOA,Aldoa
C10orf126,
FOXS1,Foxs1
COQ2,Coq2
PAH,Pah
ISCA2,Isca2
SCAF4,Scaf4
C6orf229,1700016G14Rik
CGN,Cgn
OR10K2,Olfr370
KLC1,Klc1
CGB7,
CLEC4E,Clec4e
WDR5B,Wdr5b
APOF,Apof
LAD1,Lad1
HEBP1,Hebp1
C17orf112,
LINC01621,
C3H1orf68,2310050C09Rik
TBC1D24,Tbc1d24
TIPRL,Tiprl
C25H7orf26,E130309D02Rik
PRKCG,Prkcg
INF2,Inf2
JAKMIP3,Jakmip3
C5H11ORF96,Gm13889
TSR3,Tsr3
PKN2,Pkn2
ENPP7,Enpp7
ANKRD36C,
NNAT,Nnat
MPEG1,Mpeg1
TES,Tes
C23H6orf223,
MLLT11,Mllt11
KRTCAP2,Krtcap2
IGDCC3,Igdcc3
CCNI2,
TTYH2,Ttyh2
EFCC1,Efcc1
ANKRD24,Ankrd24
PCDH20,Pcdh20
WNT10A,Wnt10a
ESRRG,Esrrg
HIST2H4B,Hist1h4a
ESRRA,
SYNJ1,Synj1
PPIC,Ppic
ZNF79,
PLPPR3,Plppr3
CCHCR1,Cchcr1
MFSD1,Mfsd1
HDGF,Hdgf
LLCFC1,Llcfc1
TEX47,Tex47
PCMT1,
TULP4,Tulp4
UHRF1BP1,Uhrf1bp1
PRSS8,Prss8
SLC27A5,Slc27a5
MRM3,Mrm3
GAREM1,Garem1
CNOT6,Cnot6
CYB5RL,Cyb5rl
SLC35E3,Slc35e3
CHST5,
ITGA6,Itga6
MAPK11,Mapk11
ID4,Id4
ADRM1,Adrm1
KRTAP8-1,
BCAN,Bcan
DPEP2,Dpep2
ZNF71,
ISCU,Iscu
DEXI,dexi
SATL1,Satl1
TRPC3,Trpc3
TMEM169,Tmem169
NPFFR2,Npffr2
PARP9,Parp9
ZNF660,
SLC39A12,Slc39a12
CCNL1,Ccnl1
NPW,Npw
SLIT2,Slit2
AIP,Aip
SMARCD2,Smarcd2
IFRD2,Ifrd2
DPM3,Dpm3
TMC8,Tmc8
DNAJC5B,Dnajc5b
PCOLCE2,Pcolce2
NR2C2,Nr2c2
SLC25A23,Slc25a23
PNMA3,Pnma3
CAT,Cat
NRARP,Nrarp
TBX5,Tbx5
CLDN14,Cldn14
SYT5,Syt5
LOC100505841,1700034E13Rik
HSF2BP,Hsf2bp
CASKIN1,Caskin1
TCP11X2,Tcp11x2
PLP1,Plp1
MPDU1,Mpdu1
GMPS,Gmps
PRELID1,Prelid1
EXOC8,Exoc8
PLSCR5,Plscr5
CNP,Cnp
NAIF1,Naif1
SLC25A36,Slc25a36
PRSS36,Prss36
HTRA1,Htra1
PCDHGC4,Pcdhgc4
GOT1L1,Got1l1
PPP1R3B,Ppp1r3b
RAB13,Rab13
HIST2H3D,Hist1h3c
DDX55,Ddx55
SULT2B1,Sult2b1
SCAMP4,Scamp4
PP2D1,Pp2d1
ARL13B,Arl13b
NAPRT,Naprt
ZNF264,
TAS2R10,Tas2r114
BCL6,Bcl6
ROM1,Rom1
GTPBP3,Gtpbp3
SLC22A7,Slc22a7
FADS3,Fads3
ANXA6,Anxa6
PPFIA3,Ppfia3
ZBTB41,Zbtb41
KIAA1211,
TBC1D30,Tbc1d30
PRL,Prl
CD28,Cd28
FBF1,Fbf1
SPR,Spr
APOH,Apoh
MARC2,Marc2
SLC23A2,Slc23a2
SARS,Sars
TRMT44,Trmt44
ZNF484,
PRDM10,Prdm10
MAGI2,Magi2
OR4K1,Olfr728
CXorf30,Gm16462
SLC14A2,Slc14a2
TNFRSF1B,Tnfrsf1b
SPHK1,Sphk1
F8A3,F8a
PABPC4,Pabpc4
SDCCAG3,Sdccag3
CRYL1,Cryl1
ZIC3,Zic3
CST3,Cst3
TMEM230,Tmem230
LUZP4,
GPT,Gpt
GSTM3,Gstm5
SMAD5,Smad5
FAM13B,Fam13b
TMCC1,Tmcc1
PSMG2,Psmg2
PDCD1,Pdcd1
BTG1,Btg1
CTRB2,Ctrb1
MUM1,Mum1
SEPT5,Sept5
LOC100286906,
SCNN1A,Scnn1a
SENP8,Senp8
HDGFL1,
DMAP1,Dmap1
SRPK2,Srpk2
LENG8,Leng8
TCTE3,Tcte3
NAGA,Naga
HMBOX1,Hmbox1
MRPL9,Mrpl9
LOC101928356,
PHF3,Phf3
